Booking_Key,FK_Customer_Key,FK_Date_Key,FK_Movies_Key,FK_Theater_Key,FK_PromoCode_Key,Sales,TicketsSold,CancelledAmount,CancelledQuantity,PromoCodeValue,Customer_Key,Name,Address,City_Customer,Zip,State_Customer,Country_Customer,date_key,date,year,month,day,week,quarter,day_in_week,month_name,day_name,Movie_Key,Title,Rating,Genre,Theater_Key,Theater_Name,Theater_ParentGroup,Country_theater,State_theater,City_theater,ZipCode,PromoCode_Key,PromoCode,Overall_Profit
745,745,40,2,4,9.0,35,4,0.0,4,5.0,745,Hashim Hatfield,"P.O. Box 210, 4402 Duis Street",Suwalki,47631,PD,US,40,2019-02-09,2019,2,9,6,1,7,February,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
746,746,187,2,5,9.0,35,4,0.0,4,5.0,746,Isadora Santos,Ap #781-2811 Tincidunt St.,Paupisi,70468,Campania,US,187,2019-07-06,2019,7,6,27,3,7,July,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
747,747,176,1,5,9.0,35,4,0.0,4,5.0,747,Perry Kramer,Ap #741-9260 Magna. Ave,Seattle,46113,Washington,US,176,2019-06-25,2019,6,25,26,2,3,June,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
748,748,318,2,4,9.0,35,4,0.0,4,5.0,748,Tamekah Battle,7993 Nunc. Avenue,Huntingdon,97004,Huntingdonshire,US,318,2019-11-14,2019,11,14,46,4,5,November,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
749,749,104,1,5,9.0,35,4,0.0,4,5.0,749,Mariko Decker,683-3668 Egestas. Street,Mangalore,34394,Karnataka,US,104,2019-04-14,2019,4,14,16,2,1,April,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
750,750,203,1,5,9.0,35,4,0.0,4,5.0,750,Aphrodite Kerr,Ap #684-9889 Sed Ave,Vienna,70389,Wie,US,203,2019-07-22,2019,7,22,30,3,2,July,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
751,751,61,1,4,9.0,45,5,0.0,5,5.0,751,Elvis Jenkins,"P.O. Box 717, 7311 Nonummy Rd.",Rueil-Malmaison,30255,IL,US,61,2019-03-02,2019,3,2,9,1,7,March,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
752,752,15,1,4,9.0,45,5,0.0,5,5.0,752,Sonia Clark,Ap #891-3937 Pretium St.,Camaçari,96097,Bahia,US,15,2019-01-15,2019,1,15,3,1,3,January,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
753,753,208,2,5,9.0,45,5,0.0,5,5.0,753,Kelsie James,"P.O. Box 165, 7548 Varius Avenue",Bendigo,75995,Victoria,US,208,2019-07-27,2019,7,27,30,3,7,July,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
754,754,37,1,5,9.0,45,5,0.0,5,5.0,754,Sigourney Sanchez,"P.O. Box 360, 6203 Gravida Avenue",Mora,47452,W,US,37,2019-02-06,2019,2,6,6,1,4,February,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
755,755,198,2,4,9.0,45,5,0.0,5,5.0,755,Madison Burris,Ap #916-2950 Mollis Rd.,Horsham,51905,VIC,US,198,2019-07-17,2019,7,17,29,3,4,July,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
756,756,241,2,4,9.0,45,5,0.0,5,5.0,756,Oscar Duffy,4706 Consectetuer Rd.,Veere,93359,Zl,US,241,2019-08-29,2019,8,29,35,3,5,August,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
757,757,290,1,4,9.0,45,5,0.0,5,5.0,757,Clementine Castaneda,3940 Dui Street,Ternat,98326,Vlaams-Brabant,US,290,2019-10-17,2019,10,17,42,4,5,October,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
758,758,88,1,4,9.0,45,5,0.0,5,5.0,758,Kato Wade,4160 Turpis Rd.,Raichur,20474,Karnataka,US,88,2019-03-29,2019,3,29,13,1,6,March,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
759,759,207,2,6,9.0,45,5,0.0,5,5.0,759,Callie Cameron,728-7495 Elementum Rd.,Rock Springs,19222,WY,US,207,2019-07-26,2019,7,26,30,3,6,July,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
760,760,132,1,6,9.0,45,5,0.0,5,5.0,760,Dai Christian,"706-7854 Fringilla, St.",Middelburg,37739,Zl,US,132,2019-05-12,2019,5,12,20,2,1,May,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
761,761,37,1,5,9.0,45,5,0.0,5,5.0,761,Richard Kline,"P.O. Box 605, 6447 Ligula. Ave",Relegem,29225,VB,US,37,2019-02-06,2019,2,6,6,1,4,February,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
762,762,106,1,4,9.0,45,5,0.0,5,5.0,762,Galena Villarreal,6079 In St.,Vallepietra,93415,LAZ,US,106,2019-04-16,2019,4,16,16,2,3,April,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
763,763,97,1,5,9.0,45,5,0.0,5,5.0,763,Alisa Dorsey,"716-2213 Non, St.",Sale,17223,VIC,US,97,2019-04-07,2019,4,7,15,2,1,April,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
764,764,167,1,5,9.0,45,5,0.0,5,5.0,764,Prescott Winters,5837 Phasellus Street,Galway,90856,Connacht,US,167,2019-06-16,2019,6,16,25,2,1,June,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
765,765,222,1,4,9.0,45,5,0.0,5,5.0,765,Geraldine Roman,"P.O. Box 815, 478 Per Av.",Guarulhos,40331,São Paulo,US,222,2019-08-10,2019,8,10,32,3,7,August,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
766,766,288,1,5,9.0,45,5,0.0,5,5.0,766,Vivian Abbott,Ap #794-5449 Sit Av.,Poznan,88466,Wielkopolskie,US,288,2019-10-15,2019,10,15,42,4,3,October,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
767,767,134,1,6,9.0,45,5,0.0,5,5.0,767,Aaron Jacobs,4843 Quis St.,Kawerau,91893,North Island,US,134,2019-05-14,2019,5,14,20,2,3,May,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
768,768,123,2,6,9.0,45,5,0.0,5,5.0,768,McKenzie Phillips,"P.O. Box 973, 5040 Pellentesque Rd.",Mielec,36420,Podkarpackie,US,123,2019-05-03,2019,5,3,18,2,6,May,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
769,769,212,1,4,9.0,45,5,0.0,5,5.0,769,Cairo Chavez,"P.O. Box 495, 9602 Tristique Avenue",Wanganui,73577,North Island,US,212,2019-07-31,2019,7,31,31,3,4,July,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
770,770,51,2,5,9.0,45,5,0.0,5,5.0,770,Baker Evans,"P.O. Box 209, 6463 Nonummy Rd.",Cessnock,39692,NSW,US,51,2019-02-20,2019,2,20,8,1,4,February,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
771,771,255,1,5,9.0,45,5,0.0,5,5.0,771,Allistair Clay,9973 Sit Avenue,Moradabad,77394,Uttar Pradesh,US,255,2019-09-12,2019,9,12,37,3,5,September,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
772,772,164,1,5,9.0,45,5,0.0,5,5.0,772,Clayton Mccray,"P.O. Box 136, 2820 Lorem,  Av.",Kedzierzyn-Kozle,75208,Opolskie,US,164,2019-06-13,2019,6,13,24,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
773,773,54,1,4,9.0,45,5,0.0,5,5.0,773,Nita Christian,"P.O. Box 677, 4970 Ligula. Avenue",Cabildo,53467,Valparaíso,US,54,2019-02-23,2019,2,23,8,1,7,February,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
774,774,96,2,5,9.0,45,5,0.0,5,5.0,774,Ivor Parker,1261 In Av.,Valparaíso,11279,Valparaíso,US,96,2019-04-06,2019,4,6,14,2,7,April,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
775,775,314,2,4,9.0,45,5,0.0,5,5.0,775,Shay Suarez,"P.O. Box 610, 725 Ac Rd.",Bremen,74802,HB,US,314,2019-11-10,2019,11,10,46,4,1,November,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
776,776,7,1,4,9.0,45,5,0.0,5,5.0,776,Lysandra Serrano,"P.O. Box 587, 4865 Ante Rd.",Sasaram,51137,Bihar,US,7,2019-01-07,2019,1,7,2,1,2,January,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
777,777,49,1,4,9.0,45,5,0.0,5,5.0,777,Preston Dejesus,"Ap #936-6868 Est, Avenue",Tomé,21459,Biobío,US,49,2019-02-18,2019,2,18,8,1,2,February,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
778,778,222,1,6,9.0,45,5,0.0,5,5.0,778,Abraham England,5806 Interdum. Road,Etterbeek,73422,Brussels Hoofdstedelijk Gewest,US,222,2019-08-10,2019,8,10,32,3,7,August,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
779,779,6,2,6,9.0,45,5,0.0,5,5.0,779,Griffith Simon,"271-2093 A, Rd.",Jönköping,27087,Jönköpings län,US,6,2019-01-06,2019,1,6,2,1,1,January,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
780,780,318,1,6,9.0,45,5,0.0,5,5.0,780,Merritt Schwartz,"1612 Lorem, Street",Purmerend,51962,N.,US,318,2019-11-14,2019,11,14,46,4,5,November,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
781,781,297,1,5,9.0,45,5,0.0,5,5.0,781,Mara Dudley,"P.O. Box 837, 1915 In Road",Heerlen,22330,Limburg,US,297,2019-10-24,2019,10,24,43,4,5,October,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
782,782,208,2,6,9.0,45,5,0.0,5,5.0,782,Brielle Cohen,253-444 Mauris Rd.,Coatbridge,17109,LK,US,208,2019-07-27,2019,7,27,30,3,7,July,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
783,783,147,1,6,9.0,45,5,0.0,5,5.0,783,Yvonne Casey,"P.O. Box 503, 3820 Vitae Rd.",Renca,35146,Metropolitana de Santiago,US,147,2019-05-27,2019,5,27,22,2,2,May,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
784,784,108,1,4,9.0,45,5,0.0,5,5.0,784,Lyle Anthony,798-9861 Ultrices St.,Tilburg,76125,N.,US,108,2019-04-18,2019,4,18,16,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
785,785,101,1,6,9.0,45,5,0.0,5,5.0,785,Devin Obrien,7355 Nunc Rd.,Jonesboro,70707,AK,US,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
786,786,179,1,5,9.0,45,5,0.0,5,5.0,786,Wesley Goodwin,"P.O. Box 442, 193 Ac St.",Illapel,41489,Coquimbo,US,179,2019-06-28,2019,6,28,26,2,6,June,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
787,787,269,1,5,9.0,45,5,40.0,5,5.0,787,Cameron Crane,Ap #480-2182 Ligula Ave,Allahabad,17705,UP,US,269,2019-09-26,2019,9,26,39,3,5,September,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,40.0
788,788,170,2,5,9.0,45,5,0.0,5,5.0,788,Selma Vance,6888 Est Street,Vetlanda,24061,F,US,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
789,789,43,1,5,9.0,45,5,0.0,5,5.0,789,Palmer Chang,984-836 Erat. St.,Biloxi,40586,Mississippi,US,43,2019-02-12,2019,2,12,7,1,3,February,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
790,790,19,1,4,9.0,45,5,0.0,5,5.0,790,Madison Warren,Ap #795-554 Proin Rd.,Sint-Gillis-Waas,41147,OV,US,19,2019-01-19,2019,1,19,3,1,7,January,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
791,791,287,2,6,9.0,45,5,0.0,5,5.0,791,Sylvester Campbell,Ap #638-233 Integer Rd.,Lowell,27569,MA,US,287,2019-10-14,2019,10,14,42,4,2,October,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
792,792,98,2,6,9.0,45,5,0.0,5,5.0,792,Kiona Sherman,2428 Gravida St.,Sedgewick,31765,AB,US,98,2019-04-08,2019,4,8,15,2,2,April,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
793,793,266,1,4,9.0,45,5,0.0,5,5.0,793,Lisandra Anthony,"771-374 Vulputate, Rd.",Mount Isa,94209,Queensland,US,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
794,794,76,1,5,9.0,45,5,0.0,5,5.0,794,Carly Mcmillan,3018 Vivamus St.,Budaun,83061,Uttar Pradesh,US,76,2019-03-17,2019,3,17,12,1,1,March,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
795,795,218,2,4,9.0,45,5,0.0,5,5.0,795,Blaine Anderson,Ap #336-6521 Tellus St.,Märsta,58361,Stockholms län,US,218,2019-08-06,2019,8,6,32,3,3,August,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
796,796,226,2,4,9.0,45,5,0.0,5,5.0,796,Jesse Bradshaw,"P.O. Box 491, 4964 Nibh. Ave",Feilding,61529,North Island,US,226,2019-08-14,2019,8,14,33,3,4,August,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
797,797,152,2,6,9.0,45,5,0.0,5,5.0,797,Kameko Woodward,476-6972 Quam Ave,Vienna,38984,Wie,US,152,2019-06-01,2019,6,1,22,2,7,June,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,9.0,GFD75ZEB4MV,0.0
798,798,83,1,4,9.0,45,5,0.0,5,5.0,798,Colby Wiggins,Ap #577-9214 Ante. Av.,Osasco,83351,São Paulo,US,83,2019-03-24,2019,3,24,13,1,1,March,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
799,799,277,2,4,9.0,45,5,0.0,5,5.0,799,Hayley Pearson,469-4559 Fringilla St.,Camborne,85118,CO,US,277,2019-10-04,2019,10,4,40,4,6,October,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,9.0,GFD75ZEB4MV,0.0
800,800,178,1,5,9.0,45,5,0.0,5,5.0,800,Mark Gentry,137-1962 Imperdiet Rd.,Ararat,23138,Victoria,US,178,2019-06-27,2019,6,27,26,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,9.0,GFD75ZEB4MV,0.0
801,801,55,2,5,No Key,20,2,0.0,2,0.0,801,Hector Ayers,Ap #670-6698 Semper. St.,Malahide,19786,ON,US,55,2019-02-24,2019,2,24,9,1,1,February,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
802,802,57,2,6,No Key,20,2,0.0,2,0.0,802,Petra Keith,264-4295 Vestibulum St.,Nobressart,44001,Luxemburg,US,57,2019-02-26,2019,2,26,9,1,3,February,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
803,803,122,1,6,No Key,20,2,0.0,2,0.0,803,Colorado Robinson,4966 Orci St.,Kano,38530,Kano,US,122,2019-05-02,2019,5,2,18,2,5,May,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
804,804,117,1,4,No Key,20,2,0.0,2,0.0,804,Calvin Stevenson,882-6583 Eros Ave,Rutland,93357,VT,US,117,2019-04-27,2019,4,27,17,2,7,April,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
805,805,219,1,4,No Key,20,2,0.0,2,0.0,805,Maggie Nichols,929 Orci. Av.,Langenburg,63459,Saskatchewan,US,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
806,806,104,2,4,No Key,20,2,0.0,2,0.0,806,Chastity Aguirre,"P.O. Box 308, 2144 Scelerisque St.",A Coruña,70979,GA,US,104,2019-04-14,2019,4,14,16,2,1,April,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
807,807,180,2,6,No Key,20,2,0.0,2,0.0,807,Solomon Castaneda,"P.O. Box 468, 3541 Fames Ave",Seattle,92200,Washington,US,180,2019-06-29,2019,6,29,26,2,7,June,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
808,808,269,2,6,No Key,20,2,0.0,2,0.0,808,McKenzie Harrington,968-5737 Sit Rd.,Merzig,48267,SL,US,269,2019-09-26,2019,9,26,39,3,5,September,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
809,809,165,1,4,No Key,20,2,0.0,2,0.0,809,Carolyn Moran,Ap #224-2000 Molestie. Street,Holyhead,36617,Anglesey,US,165,2019-06-14,2019,6,14,24,2,6,June,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
810,810,15,1,4,No Key,20,2,0.0,2,0.0,810,Brock Hunt,1796 Tristique Ave,Ajax,56722,Ontario,US,15,2019-01-15,2019,1,15,3,1,3,January,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
811,811,218,2,6,No Key,20,2,0.0,2,0.0,811,Tanner Mccray,"7399 Non, Street",Huissen,16472,Gelderland,US,218,2019-08-06,2019,8,6,32,3,3,August,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
812,812,88,1,4,No Key,20,2,0.0,2,0.0,812,Nayda Kent,9483 Volutpat Av.,Dublin,63213,L,US,88,2019-03-29,2019,3,29,13,1,6,March,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
813,813,101,2,5,No Key,20,2,0.0,2,0.0,813,Deborah Fitzpatrick,Ap #102-6961 Eget St.,Sale,41845,VIC,US,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
814,814,242,1,5,No Key,20,2,0.0,2,0.0,814,Mechelle Curry,"585 Sed, Street",Durham,93535,Durham,US,242,2019-08-30,2019,8,30,35,3,6,August,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
815,815,266,1,5,No Key,20,2,0.0,2,0.0,815,Hedy Hartman,808-1300 Quis Street,Vico nel Lazio,63959,Lazio,US,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
816,816,284,1,6,No Key,20,2,0.0,2,0.0,816,Gil Gentry,"8049 Tempor, Avenue",Swan,64251,Western Australia,US,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
817,817,303,2,6,No Key,20,2,0.0,2,0.0,817,Britanni Harding,Ap #856-8911 Est St.,King's Lynn,24364,Norfolk,US,303,2019-10-30,2019,10,30,44,4,4,October,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
818,818,22,2,5,No Key,20,2,0.0,2,0.0,818,Cameran Prince,"703-9469 Posuere, St.",Épinal,81400,Lorraine,US,22,2019-01-22,2019,1,22,4,1,3,January,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
819,819,157,1,5,No Key,20,2,0.0,2,0.0,819,Tobias Joyce,2996 Orci. Avenue,Conchalí,60149,RM,US,157,2019-06-06,2019,6,6,23,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
820,820,80,1,4,No Key,20,2,0.0,2,0.0,820,Demetria Mcguire,"P.O. Box 352, 5580 Nec St.",Napier,58369,NI,US,80,2019-03-21,2019,3,21,12,1,5,March,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
821,821,246,2,5,No Key,20,2,0.0,2,0.0,821,Yuri Reyes,"P.O. Box 677, 2191 Suspendisse St.",Tejar,21975,Cartago,US,246,2019-09-03,2019,9,3,36,3,3,September,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
822,822,31,2,5,No Key,20,2,0.0,2,0.0,822,Bruno Short,Ap #317-2895 Nunc Avenue,Alloa,99212,CL,US,31,2019-01-31,2019,1,31,5,1,5,January,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
